Company_Name,Pincode,State,City,Company_Url,Logo_Url,"Rating,Reviews",Contact_Person_1,Contact_Person_2,Email,Website,Address,Head_Office,"Listed_In,About_Us",Opening_Closing_Time,Weekly_Services,Mobile1,Mobile2,Mobile3,Mobile4,Mobile5,Mobile6,tollfree1,tollfree2,tollfree3,stdcode,Phone1,Phone2,Phone3,Phone4,Phone5,fax_cut,Fax_prefix,Fax_Number1,Fax_Number2,"Tag,Image_Urls",Established_Year,Tagline,Feature-Tags,Tagline2,Lat,Lon
THE DETAILING MAFIA,641037,,Coimbatore,https://www.thedetailingmafia.com/locate-our-outlets/Coimbatore,,,Mr Siva,,info@thedetailingmafia.com,,"1091, 1, Avinashi Rd, near lakshmi Mills.",,,2:15 PM - 2:15 PM,Making Cars Happy 7 Days a Week,9786001234,9791102341,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,801113,,Danapur,https://www.thedetailingmafia.com/locate-our-outlets/Danapur,,,Shyam Nandan PanditSonal Kumar Bharti,,info@thedetailingmafia.com,,"Dipty Ray Market, Usri Khurd, in front of Nandi Granites, Patna.",,,8:00 AM - 7:15 PM,7 Days Open.,9771401834 8252622187,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,248003,,Dehradun,https://www.thedetailingmafia.com/locate-our-outlets/Dehradun,,,Mr. Shailendra Yadav,,info@thedetailingmafia.com,,"11-D2, NIMBUWALA, GARHI CANTT.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,9058774477,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,826004,,Dhanbad,https://www.thedetailingmafia.com/locate-our-outlets/Dhanbad,,,Mr Rahul,,info@thedetailingmafia.com,,"Nearby- Birsa Munda Park, Barwadda By Pass Roadbehind of Krishi BazarDhanbad .",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,7857090066,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,201301,,"DLF Mall of India, Noida",https://www.thedetailingmafia.com/locate-our-outlets/dlf-mall-of-india-noida,,,The Detailing Mafia,,info@thedetailingmafia.com,,"DLF Mall of India, Sector 18, Basement P2, Purple Zone, Pillar No. I-25..",,,11:30 AM - 9:00 PM,Making Cars Happy 7 Days a Week,9289444440,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,122017,,Dwarka-Expressway,https://www.thedetailingmafia.com/locate-our-outlets/DwarkaExpressway,,,Mr. Rohan Sadana,Chetan Singh,info@thedetailingmafia.com,,"Plot no U-224, village - pawala khasrupur, Sector -106, Gurugram, Haryana, Gurugram, India, Haryana.",,,9:00 AM - 9:00 PM,Making Cars Happy 7 Days a Week,9773800948,9773700948,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,638012,,Erode,https://www.thedetailingmafia.com/locate-our-outlets/Erode,,,Sanjay Sakthivel,,info@thedetailingmafia.com,,"307/1, Perundurai Main Road,  Near Robov Car Editz, Chinna Sengodam Palayam, Thindal(PO), Erode .",,,9:00 AM - 6:00 PM,Making Cars Happy 7 Days a Week,9786977117,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,121001,,Faridabad,https://www.thedetailingmafia.com/locate-our-outlets/Faridabad,,,The Detailing Mafia,,info@thedetailingmafia.com,,"Address: 5B/3A, BP, Railway Rd, near Barat Ghar, New Industrial Town, Faridabad, Haryana .",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,098182 00946,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,203207,,Greater Noida West,https://www.thedetailingmafia.com/locate-our-outlets/GreaterNoida,,,Vishal Choudhary,,info@thedetailingmafia.com,,"Market, opposite Yatharth Hospital, Patwari, Greater Noida,.",,,9:00 AM - 6:00 PM,Making Cars Happy 7 Days a Week,9818001088,7976760076,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,522006,,Guntur,https://www.thedetailingmafia.com/locate-our-outlets/Guntur,,,Mr. Shaik Khudbuddin,,info@thedetailingmafia.com,,"D.No 10, 595/1, Stambalagaruvu Rd, near YSR Statue, Pattabhipuram, Guntur, Andhra Pradesh .",,,9:00 PM - 8:00 PM,Making Cars Happy 7 Days a Week,9391107975,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,122001,,Gurugram NH-8,https://www.thedetailingmafia.com/locate-our-outlets/GurugramNH-8,,,Rohit Agarwal,,info@thedetailingmafia.com,,"NO 707/1/1, besides Superon Hyundai, KHASRA, 8/1, NH-8, Pace City I, Sector 37, Gurugram.",,,9:00 AM - 7:00 PM,Making Cars Happy 7 Days a Week,8447318999,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,122001,,Gurugram Sector 52A,https://www.thedetailingmafia.com/locate-our-outlets/Gurugram,,,Mr. Rohan Sadana,,info@thedetailingmafia.com,,"Near Ardee Mall, Wazirabad, Sector 52A.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,8800771757,8800771767,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,335512,,Hanumangarh,https://www.thedetailingmafia.com/locate-our-outlets/Hanumangarh,,,Mr. Ishant Choudhary,,info@thedetailingmafia.com,,"Town Megahighway Road, Junction, Near Chak, Jwala Singh Wala, Hanumangarh, Rajasthan.",,,9:00 AM - 7:00 PM,7 Days Open.,7783900077,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,125001,,Hisar,https://www.thedetailingmafia.com/locate-our-outlets/Hisar,,,Mr. Surender Malik,,info@thedetailingmafia.com,,"Kaimari Rd, Vinayak Nagar, CHANDER LAIN , Near - Indian Petrol Pump,, Hisar, Haryana .",,,8:00 AM - 9:00 PM,Making Cars Happy 7 Days a Week,9812551555,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,580030,,Hubballi,https://www.thedetailingmafia.com/locate-our-outlets/Hubballi,,,Mr. Rohan Ladwa,,info@thedetailingmafia.com,,"Plot No 139, Akshay Colony, First Phase, Hubli, Dharwad, Hubballi.",,,9:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,8792858575,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,500034,,Hyderabad,https://www.thedetailingmafia.com/locate-our-outlets/Hyderabad,,,Mr. Abdul Hasham,,info@thedetailingmafia.com,,"D.No: 8-2-120/86/9/A/44, Road No. 14, Banjara Hills.",,,10:00 AM - 7:10 AM,Making Cars Happy 7 Days a Week,9700463786,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,201014,,Indirapuram,https://www.thedetailingmafia.com/locate-our-outlets/Indirapuram,,,Mr. Rajesh,,info@thedetailingmafia.com,,"Plot No, 12 A, Judges Enclave, Ahinsa Khand 2, Indirapuram.",,,10:00 AM - 7:00 PM,Making Cars Happy 7 Days a Week,+91 9811069866,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,452010,,indore,https://www.thedetailingmafia.com/locate-our-outlets/indore,,,Prashant Singh,,info@thedetailingmafia.com,,"Scheme No. 78, near Vrindavan Restaurant, Vijay Nagar, Indore, Madhya Pradesh .",,,9:00 AM - 7:00 AM,Making Cars Happy 7 Days a Week,+916268884077,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,791110,,Itanagar,https://www.thedetailingmafia.com/locate-our-outlets/Itanagar,,,Mr. Neeraj Jain,,info@thedetailingmafia.com,,"M/s Right Detailing Solution, opposite Mahindra showroom, lekhi, Naharlagun.",,,4:15 PM - 4:15 PM,Making Cars Happy 7 Days a Week,9461115451,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,482001,,Jabalpur,https://www.thedetailingmafia.com/locate-our-outlets/Jabalpur,,,Mr. Sameer Salariya,,info@thedetailingmafia.com,,"Plot No 1, Bandariya tiraha  Gwarighat Road , Madhya Pradesh .",,,9:00 AM - 6:00 PM,Making Cars Happy 7 Days a Week,7566000444,7566000555,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,144003,,Jalandhar,https://www.thedetailingmafia.com/locate-our-outlets/Jalandhar,,,Mr. Ravi,,info@thedetailingmafia.com,,"434, New Jawahar Nagar, Jalandhar,,  144003",,,9:15 AM - 6:15 PM,Making Cars Happy 7 Days a Week,7717617472,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,180011,,Jammu,https://www.thedetailingmafia.com/locate-our-outlets/Jammu,,,Mr. Rohan,Shravan Mishra,info@thedetailingmafia.com,,"Signature tower, Ground Floor, Bye Pass Road, Sector - C, National Highway, Sainik Colony, Jammu, Jammu and Kashmir .",,,9:00 AM - 6:00 PM,Making Cars Happy 7 Days a Week,7006135395,9086666627,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,831012,,Jamshedpur,https://www.thedetailingmafia.com/locate-our-outlets/Jamshedpur,,,Mr. Akshat Sakhuja,,info@thedetailingmafia.com,,"Plot no. 1555, Ground Floor, Dimna Pardih Road, Near Zone 1 Mall Smart Bazar, Mango, Jamshedpur, Jharkhand , Jamshedpur, India, Jharkhand.",,,9:00 AM - 8:00 PM,7 Days Open,7050292778,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,110058,,Janakpuri,https://www.thedetailingmafia.com/locate-our-outlets/Janakpuri,,,The Detailing Mafia,The Detailing Mafia,info@thedetailingmafia.com,,"A-3/5, S.S. Mota Singh Marg, West, Janakpuri.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,+91 9999434069,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,785006,,Jorhat,https://www.thedetailingmafia.com/locate-our-outlets/Jorhat,,,Mr. Akbar Ali,,info@thedetailingmafia.com,,"Nijora Par, Near IMSR HOSPITAL, P/O: RRL, Jorhat, Assam.",,,9:00 AM - 7:00 PM,Making Cars Happy 7 Days a Week,7005651862,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,516002,,Kadapa,https://www.thedetailingmafia.com/locate-our-outlets/Kadapa,,,Mr. Mopnath,,info@thedetailingmafia.com,,"39/49-62-1, RTC Colony, Kadapa , Andhra Pradesh.",,,9:00 AM - 8:30 PM,7 Days Open.,8688273139,9010065122,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,533003,,kakinada,https://www.thedetailingmafia.com/locate-our-outlets/kakinada,,,Mr. B.DURGA PRASAD,,info@thedetailingmafia.com,,"Beside Vasantha Vihar Apartment, RTO Office Rd, near D Mart, Gudari Gunta.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,+91 9985066636,+91 9989066636,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,560043,,Kalyan Nagar Bangalore,https://www.thedetailingmafia.com/locate-our-outlets/Kalyan-Nagar-Bangalore,,,GANESH B,B Sukracharyulu,info@thedetailingmafia.com,,"No.902, 5th A Cross, Outer Ring RoadHRBR 1st Block, Kalyan Nagar.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,9440670660,9440570560,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,562149,,Kannuru,https://www.thedetailingmafia.com/locate-our-outlets/Kannuru,,,Venkatesh & Samson Fredie,,info@thedetailingmafia.com,,"107, Hennur Bagalur Main Rd, Kannuru, Bengaluru, Karnatak.",,,9:00 AM - 8:30 PM,Making Cars Happy 7 Days a Week,+919632693131,+918971861043,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,208012,,Kanpur,https://www.thedetailingmafia.com/locate-our-outlets/Kanpur,,,Mr. Vayun Dev Sharma,,info@thedetailingmafia.com,,"123/130, Fazalganj, Shastri Nagar, Near BMW Showroom,  Kanpur, Uttar Pradesh .",,,9:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,9773773755,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,505001,,Karimnagar,https://www.thedetailingmafia.com/locate-our-outlets/Karimnagar,,,Mr. Rahul kontham,,info@thedetailingmafia.com,,"Near Nexa Service, Autonagar.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,8019717111,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,132001,,Karnal,https://www.thedetailingmafia.com/locate-our-outlets/Karnal,,,Mr. Akshay Jain,,info@thedetailingmafia.com,,"Plot No. A-1, SIDDH CAR CARE, Old, Grand Trunk Rd, near Namaste Chowk, Pritam Nagar, Sector 14, Karnal.",,,9:00 AM - 8:00 PM,7 Days Open.,8570878489,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,507002,,Khammam,https://www.thedetailingmafia.com/locate-our-outlets/Khammam,,,Mr. Mohammed Abdul Sufian,Shaik nizamuddin,info@thedetailingmafia.com,,"The Detailing Mafia KhammamHouse Number 15-7-622/3 , Wyra Road, Rotary Nagar.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,9581252786,9515605376,9032590284,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,682017,,kochi,https://www.thedetailingmafia.com/locate-our-outlets/kochi,,,Mr. Anand,,info@thedetailingmafia.com,,"Plot No.: 170/1, 170/2, Thammanam - Pullepady Rd.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,8301016683,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,700046,,Kolkata,https://www.thedetailingmafia.com/locate-our-outlets/Kolkata,,,Mr. Vineet Kedia,Mr. Harshit Kanodia,info@thedetailingmafia.com,,"16F, E Topsia Rd, near Atmosphere Building, East Topsia, Topsia.",,,10:30 AM - 8:00 PM,Making Cars Happy 7 Days a Week,9830247993,9330147371,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,500014,,Kompally Hyderabad,https://www.thedetailingmafia.com/locate-our-outlets/Kompally,,,The Detailing Mafia,,info@thedetailingmafia.com,,"Plot No 3 & 22, Dulapally Cross Roads, beside Ktm Show Room, Kompally, Hyderabad, Telangana,  500014",,,10:00 AM - 8:15 PM,Making Cars Happy 7 Days a Week,9045663786,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,686019,,Kottayam,https://www.thedetailingmafia.com/locate-our-outlets/Kottayam,,,Mr. Muttathotil Mathew Poulose,,info@thedetailingmafia.com,,"P. O, Building No. 14/57A Ground Floor, Manarcadu.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,9562096345,87145 96345,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,201301,,"Logix Mall, Noida",https://www.thedetailingmafia.com/locate-our-outlets/LogixMall-Noida,,,Mr. Dhruv Goswami,,info@thedetailingmafia.com,,"Basement 2 Parking, Logix Mall, Adjoining, Metro Station Rd, Wave City Center, Sector 32, Noida, Uttar Pradesh .",,,9:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,7303618989,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,226010,,Lucknow,https://www.thedetailingmafia.com/locate-our-outlets/Lucknow,,,Yatin,,info@thedetailingmafia.com,,"B- 1/8, Mantri Awas Road, opposite Union Bank Of India Bhavan, Vibhav Khand, Gomti Nagar.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,7007938703,91255 07555,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,141010,,Ludhiana,https://www.thedetailingmafia.com/locate-our-outlets/Ludhiana,,,Bhupesh Monga,,info@thedetailingmafia.com,,"Grand Trunk Rd, opposite Hero Cycles, Focal Point.",,,10:00 AM - 7:00 PM,Making Cars Happy 7 Days a Week,9915706881,7657855642,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,500081,,Madhapur,https://www.thedetailingmafia.com/locate-our-outlets/Madhapur,,,Mr. Sameer,,info@thedetailingmafia.com,,"Plot No. 445, Ayyappa Society, Silicon Valley.",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,097004 63786,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,625016,,Madurai,https://www.thedetailingmafia.com/locate-our-outlets/Madurai,,,Mr. Swatithan,,info@thedetailingmafia.com,,"343, Melakkal Rd, Kochadai, Madurai, Tamil Nadu .",,,10:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,9655092550,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,123029,,Mahendragarh,https://www.thedetailingmafia.com/locate-our-outlets/Mahendragarh,,,Mr. Tharmesh Yadav,,info@thedetailingmafia.com,,"Rewasa, Flyover Dadri, Road, Mahendragarh, Haryana 123029.",,,9:00 AM - 6:00 PM,Making Cars Happy 7 Days a Week,7988749838,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,122004,,Manesar Gurugram,https://www.thedetailingmafia.com/locate-our-outlets/ManesarGurugram,,,Deepak Yadav,,info@thedetailingmafia.com,,"Near MICROTEK GREENBURG, Nawada Fatehpur, Sec - 86, Gurugram, Haryana .",,,9:15 AM - 8:15 PM,Making Cars Happy 7 Days a Week,9354797397,9310087072,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,302020,,"Mansarovar, Jaipur",https://www.thedetailingmafia.com/locate-our-outlets/Mansarovar-Jaipur,,,Mr. Omprakash Sharma,Mr. Ankit Kumar Jain,info@thedetailingmafia.com,,"Plot No.47, Kiran Vihar, Iskcon Road, Near Hotel Hyatt, Mansarovar, Jaipur, Rajasthan.",,,9:00 AM - 8:30 PM,7 Days Open.,9602058885,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,281001,,Mathura,https://www.thedetailingmafia.com/locate-our-outlets/Mathura,,,Mr. Hemlata Upadhyay,,info@thedetailingmafia.com,,"MG Dealership, Opp - Jai Gurudev Restaurant, Maholi,  Mathura,  Uttar Pradesh.",,,9:00 AM - 7:00 PM,Making Cars Happy 7 Days a Week,8279991307,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,250002,,Meerut,https://www.thedetailingmafia.com/locate-our-outlets/Meerut,,,Mr. Shubham Rana,,info@thedetailingmafia.com,,389 opp pacific height krishna nagar dorli Roorkee road meerut.,,,9:00 AM - 7:00 PM,Making Cars Happy 7 Days a Week,7300852334,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,140308,,Mohali,https://www.thedetailingmafia.com/locate-our-outlets/Mohali,,,Deepak Rai Chowdhary,,info@thedetailingmafia.com,,"Plot no 487, Sector 82, Industrial Estate, JLPL Industrial Area, Sahibzada Ajit Singh Nagar, Punjab.",,,9:00 AM - 8:00 PM,Making Cars Happy 7 Days a Week,9056880442,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,570004,,Mysuru,https://www.thedetailingmafia.com/locate-our-outlets/Mysuru,,,Mr Pradeep,,info@thedetailingmafia.com,,"1556, Seetharaman, Seetarama Rao Rd, Mysuru.",,,9:00 AM - 7:00 PM,Making Cars Happy 7 Days a Week,9886006969,9035237696,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,560072,,Nagarbhavi,https://www.thedetailingmafia.com/locate-our-outlets/Nagarbhavi,,,Mr. Darshan R,,info@thedetailingmafia.com,,"Site No 279, Outer Ring Road, Vidyagiri Layout, Nagarabhavi 1st Stage, Bangalore .",,,9:00 AM - 8:00 PM,7 Days Open.,81477 52412,,,,,,,,,,,,,,,,,,,,,,,,,
THE DETAILING MAFIA,629003,,Nagercoil,https://www.thedetailingmafia.com/locate-our-outlets/Nagercoil,,,Mr. M.Saranraj,,info@thedetailingmafia.com,,"21/3/344A, Jaya Jothi Building, MS Rd, Vetturnimadam, Nagercoil, Tamil Nadu.",,,9:30 AM - 7:00 PM,Making Cars Happy 7 Days a Week,+919655108655,,,,,,,,,,,,,,,,,,,,,,,,,
