ns_Segment,ns_Sub_Segment,ns_Sub_Sub_Segment,ns_Segment_amz,ns_price,source_offer_price,brand,series,actual_model_no,ns_model_no,ns_model_name,ns_DisplayName,ns_no_of_review,ns_review_rating,ns_model_number,source_product_id,source_affiliates,ns_B2B,breadcrumb,ns_product_name,ns_Other_forms,ns_Title,ns_upc1,ns_Ean1,ns_ean_list,manufacturer,product_warranty,Product_Description,ns_Studio,ns_Specifications,ns_Publisher,ns_Features,ns_Image_URLS,ns_URL,ns_Benefits,ns_Applications,Size,Color,Shipping,Return,ns_instock,ns_Image_Path,ns_active_flag,ns_merch_cat_path1,ns_merch_cat_path2,ns_norma_merch_cat_path1,ns_norma_merch_cat_path2,ns_salesrank,omni_b2b_psv,short_description,How_to_use,Ingredients
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Cotton Candy Bright Pink Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_35b8b39d-ff54-48dd-a1b6-b75142984bb1.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/cotton-candy-bright-pink-nail-polish,,,,Pink,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Desk-to-Dinner Nude Pink Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_45f8d8f5-402b-4a1d-b34d-9566215258dc.jpg |~| https://ellementco.com/cdn/shop/files/3_de1bf102-d61d-4a25-aff2-40d712c7b0d3.jpg |~| https://ellementco.com/cdn/shop/files/6_71a8d07f-6a2c-4c85-8ba8-3f75e40e55e2.jpg |~| https://ellementco.com/cdn/shop/files/8_de2563e5-1611-4b20-ab96-321aed298c80.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/desk-to-dinner-nude-pink-nail-polish,,,,Nude,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Dollhouse Orange Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/4_1371adaa-2652-418d-b43b-f6260389432b.png,https://ellementco.com//collections/vegan-nail-polishes/products/dollhouse-orange-nail-polish,,,,Pink,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Dull Gold Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_3e077202-015b-4ad4-bd93-277e085a575f.jpg |~| https://ellementco.com/cdn/shop/files/EF5D07FD-E563-42AB-93E3-67412C2BB8FD.jpg |~| https://ellementco.com/cdn/shop/files/3_1_fd602275-1b38-4044-826d-ff8091252d45.png |~| https://ellementco.com/cdn/shop/files/9_3c86b848-1891-446c-ae91-5028db7e636b.jpg |~| https://ellementco.com/cdn/shop/files/F736C13D-1893-4B9E-87C7-31C0D83ABED4.jpg |~| https://ellementco.com/cdn/shop/files/A6155CA5-5B03-4C26-8A8A-6598F7BB84A3.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/dull-gold-nail-polish,,,,Metallic Gold,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Dusk Nail Polish 10ml,,,,,,,,,,,,"Our nail polish is free from hazardous components such as Toluene, Dibutyl Phthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tosylamide, Tri Phenyl Phosphate, Lead, and Xylene. Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/Dusk6.jpg |~| https://ellementco.com/cdn/shop/files/Dusk2.jpg |~| https://ellementco.com/cdn/shop/files/Dusk5.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/dusk-nail-polish-10ml,,,,Brown,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Earl Grey Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_cef4dfc5-b441-42d7-b5b5-90b51d12604f.png,https://ellementco.com//collections/vegan-nail-polishes/products/earl-grey-nail-polish,,,,Grey,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Emerald Elegance Nail Polish,,,,,,,,,,,,"Our nail polish is free from hazardous components such as Toluene, Dibutyl Phthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tosylamide, Tri Phenyl Phosphate, Lead, and Xylene.Easy & mess-free application with our signature round cut brush. Long lasting color in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_e79ee82b-eb41-44d5-ac90-1f26fb510957.jpg |~| https://ellementco.com/cdn/shop/files/2_91b83f8a-18b7-4d10-9b3d-83a4b135482d.jpg |~| https://ellementco.com/cdn/shop/files/4_137f6591-2958-4243-bd79-8e34ace82130.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/emerald-elegance-nail-polish-10ml,,,,Metallic Green,,,,,,,,,,,,,"Dry Manicure (cut, file, shape).  ~ Apply Base Coat, allow it to dry. ~ Apply the first coat of color, allow it to dry.  ~ Apply the second coat of color and allow it to dry.  ~ Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.  ~","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Fairytale Purple Pink Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_ae3aa123-87de-4b68-98a1-dcaa500daf80.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/fairytale-purple-pink-nail-polish,,,,Pink,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,First Crush Light Pink Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_ed7657c8-e5a8-4005-bd4b-172f57adc07a.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/first-crush-light-pink-nail-polish,,,,Pink,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,French Pink Colour Nail Polish,,,,,,,,,,,,"Toxin free nail polish. Free from Toluene, Dibutyl Pthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tossylamide, Tri Phenyl Phosphate, Lead, Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/1_b3e8afbb-60f2-4d5a-8b4e-12bae5059761.jpg |~| https://ellementco.com/cdn/shop/files/6_c83bd321-0439-4631-a750-62a77bc4f50f.jpg |~| https://ellementco.com/cdn/shop/files/9_e6ad7c83-2aab-42d7-97d6-d75fdcde70ea.jpg |~| https://ellementco.com/cdn/shop/files/10.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/french-pink-colour-nail-polish,,,,Pink,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry. Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
Nails,Vegan Nail Polishes,,,250,,,,,,,,,,,,,,,Full Moon Metallic Nail Polish,,,,,,,,,,,,"Our nail polish is free from hazardous components such as Toluene, Dibutyl Phthalate, Formaldehyde, Formaldehyde Resin, Camphor, Ethyl Tosylamide, Tri Phenyl Phosphate, Lead, and Xylene.Easy & mess-free application with our signature round cut brush.Long lasting colour in 2 coats. Goes on easily and dries quickly.Does not leave yellow stains on the nail bed. Helps maintains healthy & strong nails.",https://ellementco.com/cdn/shop/files/FullMoon1.jpg |~| https://ellementco.com/cdn/shop/files/FullMoon3.jpg |~| https://ellementco.com/cdn/shop/files/FullMoon5.jpg,https://ellementco.com//collections/vegan-nail-polishes/products/full-moon-metallic-nail-polish-10ml-1,,,,Silver,,,,,,,,,,,,,"Dry Manicure (cut, file, shape). Apply Base Coat, allow it to dry.Apply the first coat of colour, allow it to dry. Apply the second coat of colour and allow it to dry. Complete your manicure with a Gloss or Matte Top coat for extra shine & volume.","Nitrocellulose, Polyester Resin Acetyl tri butyl citrate, Ethyl Acetate, Butyl Acetate, Iso-Propyl Alcohol, n-Butyl Alcohol, Phenaxy Methanol Acetate, Acrylate Co Polymer, Steary Iconium, Hectorite."
